id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
2357,10,3,6.86,1031.0,0.018350318258514103,10.8,10.8,216.0,4.2
2360,10,3,13.79,1356.0,0.024360667346912945,7.7,7.7,,2.5
2365,7,1,6.86,3458.0,-0.07230814276840833,10.8,10.8,216.0,8.4
2377,0,3,15.51,1352.0,0.04680778502371169,5.6,,2134.0,1.6
2382,7,1,13.79,678.0,0.010064919013989482,7.7,,,2.1
2384,10,3,,2007.0,0.011825238026555551,7.7,,457.0,1.8
2388,7,3,6.83,4062.0,0.038062687403633486,10.8,10.8,1727.0,4.4
2391,8,3,13.79,2672.0,-0.01282507609204614,,7.7,,3.6
2393,7,1,11.03,4069.0,0.039079181157959636,11.5,11.5,,2.0
2395,10,0,6.89,2292.0,0.023610653488192912,12.7,42.3,1778.0,5.5
2396,7,3,13.79,3458.0,-0.009640530043351525,4.7,4.7,318.0,2.2
2400,7,1,6.89,,0.0644673475720312,23.6,23.6,1972.0,3.6
2401,7,3,3.45,,-0.0413794524146304,10.3,10.3,762.0,9.0
2402,2,0,6.89,2807.0,0.05914257276353896,6.4,15.9,914.0,2.5
2407,10,2,1.01,1000.0,0.02249439225778338,15.0,120.0,10.0,3.0
2422,7,3,6.89,3811.0,0.08370630589796793,,12.8,1930.0,2.2
2423,10,3,13.79,3052.0,0.0029115479425377844,7.8,7.8,591.0,2.1
2426,7,3,6.96,4054.0,-0.03632452069150416,10.8,,864.0,6.8
2430,4,0,13.79,1370.0,0.04967141130679947,5.0,13.3,2134.0,2.8
2432,0,1,15.51,3677.0,0.041111316414518595,5.6,15.2,2134.0,1.3
2433,10,1,7.0,4069.0,-0.13459986855132333,10.8,10.8,864.0,12.7
2436,10,3,13.79,1339.0,0.011935728522156852,,4.7,318.0,1.9
2438,7,3,6.86,3838.0,0.027799681145147803,10.8,10.8,864.0,3.6
2439,9,3,13.79,,0.05998982007055592,,9.5,1836.0,1.0
2449,10,3,13.79,,-0.053753887354257124,,7.7,457.0,4.8
2453,0,0,8.27,2729.0,0.08318657772483937,5.6,15.2,2134.0,2.6
2462,2,0,9.68,2292.0,0.0598204594652165,12.7,42.3,1778.0,2.0
2474,7,3,,4059.0,0.013992093023753982,10.8,10.8,864.0,3.1
2476,7,3,13.79,5249.0,-0.06407025196729277,4.7,4.7,318.0,4.5
2480,10,3,3.45,5913.0,0.05753653137966318,10.3,,762.0,2.5
2482,7,1,6.79,3838.0,-0.017947912582363362,,10.8,432.0,5.7
2492,7,3,6.89,3648.0,0.009613951745011229,10.3,10.3,762.0,4.5
2495,0,0,15.51,,0.0256474828324961,,15.2,2134.0,2.7
2496,10,1,13.79,2034.0,-0.007210844095126234,7.7,7.7,457.0,3.1
2498,7,1,6.89,1356.0,0.08519733857327418,23.6,23.6,1972.0,2.9
2500,7,3,6.89,3730.0,0.02620247614927948,23.6,23.6,,3.9
2501,7,3,13.79,5357.0,-0.15116525071019887,4.7,4.7,625.0,9.7
2502,8,3,13.79,1356.0,0.05426136642264609,11.1,,,1.8
2512,10,3,6.89,2699.0,0.09408840984025027,12.8,12.8,1930.0,2.2
2514,7,1,6.89,1899.0,-0.020786005096039173,12.8,12.8,1930.0,8.9
2517,7,3,6.89,5601.0,-0.07286089176522156,,10.3,794.0,8.3
2518,2,0,,549.0,0.04492516687178584,12.7,38.1,737.0,2.9
2520,0,1,,1364.0,0.06015855517004255,5.6,,2134.0,1.7
2524,7,1,15.51,3038.0,-0.0396248641671155,1.9,1.9,152.0,3.4
2527,9,3,8.27,4036.0,0.04582780793508079,9.5,9.5,1836.0,3.7
2530,7,3,13.79,3608.0,-0.06218698303611872,4.7,4.7,318.0,5.0
2531,7,3,13.79,3133.0,-0.05061365730818579,,1.9,152.0,4.3
2534,7,3,11.0,,0.04610042270824932,11.5,11.5,1524.0,2.2
2536,7,3,6.89,3838.0,-0.02848001502865527,10.3,10.3,762.0,6.5
2537,7,3,6.89,3838.0,-0.10127403836857674,10.8,10.8,864.0,10.6
2542,9,3,11.03,,0.008074438975568976,9.5,,1836.0,4.8
2543,7,3,,2007.0,-0.006290321143206351,1.9,1.9,152.0,2.4
2544,10,3,12.0,,-0.043971436425586985,,10.0,,5.7
2545,7,3,11.0,4069.0,0.013535000130540736,,11.5,914.0,2.6
2546,7,3,6.89,2319.0,0.051137849334596155,8.0,8.0,,3.2
2550,7,3,13.79,2455.0,-0.07601797078508804,1.9,,152.0,5.9
2551,5,1,18.0,2875.0,-0.024550246259094022,,10.0,,2.5
2552,7,3,15.51,3065.0,-0.0038595456384517834,,1.9,,2.4
2554,7,3,6.89,,0.03691174500932473,10.3,10.3,762.0,3.0
2555,7,3,13.79,,-0.015179177379503195,4.7,4.7,318.0,2.5
2559,7,3,4.96,4123.0,0.006417634267661176,5.6,5.6,432.0,5.0
2562,7,3,13.79,1438.0,0.005728620849595523,,7.8,591.0,2.4
2565,7,3,6.89,5438.0,-0.0014130215817177716,10.3,10.3,,4.6
2566,7,1,12.07,2740.0,-0.07683610716359368,1.9,1.9,152.0,7.0
2567,2,0,6.89,1519.0,0.05996825715884055,,22.3,,2.6
2568,8,3,,1344.0,-0.004139060606049461,11.1,11.1,457.0,2.8
2571,2,0,6.89,,0.02079491967764846,12.7,38.1,914.0,3.5
2572,7,3,6.89,4774.0,-0.012715102938368417,10.3,10.3,762.0,5.3
2573,2,0,6.89,1655.0,0.03375814448497033,12.7,38.1,,3.6
2576,7,3,13.79,,-0.01322843957117631,7.7,7.7,457.0,2.7
2581,7,3,18.96,1872.0,-0.24095279873860848,1.9,1.9,152.0,13.0
2582,10,2,0.1,1000.0,0.002041307318741803,15.0,120.0,10.0,4.5
2584,2,0,6.72,1750.0,0.13980764565409637,,22.3,2591.0,1.1
2588,7,3,13.79,4136.0,-0.03837654441472155,4.6,,,3.7
2590,8,1,13.79,1899.0,0.011260483737515536,11.1,11.1,457.0,1.9
2591,10,3,6.89,2618.0,0.04138410053045971,23.6,23.6,610.0,2.4
2594,7,3,6.89,,0.0006832718503022583,10.3,,794.0,4.7
2597,7,3,0.1,524.0,0.07381994624184737,1.0,1.0,38.0,4.3
2598,10,3,6.89,3892.0,0.004737325340817611,,10.3,762.0,4.8
2600,2,1,,5615.0,-0.019962107667296336,12.7,38.1,914.0,4.1
2603,10,2,0.1,336.0,0.07713588806680222,,,10.0,3.5
2604,2,0,6.89,5533.0,0.022953137135660134,12.7,38.1,914.0,2.7
2606,7,3,,5289.0,-0.0696068340730171,10.3,10.3,794.0,7.5
2608,2,0,6.89,1505.0,0.0734636482252437,6.4,15.9,914.0,2.2
2613,7,1,,3770.0,0.007811784471232042,10.8,10.8,432.0,2.5
2615,8,3,13.79,2034.0,-0.036262908938587246,7.7,7.7,457.0,4.3
2616,10,3,12.07,3811.0,-0.024864331091004804,,1.9,,4.2
2617,7,3,10.34,5818.0,-0.03892204013510975,10.3,,762.0,4.9
2625,7,1,3.45,4042.0,0.043068415062526566,10.3,10.3,762.0,4.3
2626,10,3,13.79,3486.0,0.0028842997991639363,10.8,10.8,893.0,2.3
2631,10,3,6.89,4042.0,0.008495947299395734,,,762.0,4.6
2643,8,3,13.79,963.0,0.004102600429438608,7.7,7.7,457.0,2.5
2644,1,1,0.91,6700.0,-0.04521635544489985,3.0,3.0,100.0,8.2
2649,7,3,13.79,1383.0,-0.025287962283125742,7.7,7.7,457.0,3.9
2650,7,3,7.0,7880.0,-0.005380432647959871,10.3,,794.0,3.8
2652,7,1,3.45,5696.0,0.022693311508143632,10.3,10.3,762.0,4.8
2655,2,0,6.89,1533.0,0.02656014968031689,4.6,11.3,,4.9
2658,8,3,13.79,2007.0,-0.02138331508887603,,11.1,457.0,3.4
2660,7,3,,5642.0,-0.09330591699472618,1.0,1.0,51.0,6.7
2667,7,3,13.79,1063.0,0.01729871352052048,4.7,4.7,,2.5
2673,9,3,15.17,4069.0,0.0006877126604408201,,9.5,1836.0,3.2
2674,7,3,10.51,,-0.024017062033974634,,4.6,,5.3
2676,7,1,10.96,,0.020380042359834705,11.5,,1524.0,4.4
2677,7,3,6.89,6998.0,0.012001440055188772,,10.3,794.0,3.2
2681,7,3,7.0,,0.03535127113509935,10.8,10.8,864.0,3.8
2689,0,0,11.03,1354.0,0.07815072848776859,5.6,15.2,2134.0,2.2
2691,7,3,,3784.0,0.00010153436799348325,10.3,10.3,762.0,4.5
2693,8,3,13.79,1302.0,0.014697697156815015,7.7,7.7,457.0,1.8
2696,7,3,6.89,7202.0,-0.0548817078390893,10.3,10.3,762.0,6.7
2700,10,3,6.93,3852.0,-0.02065155568819202,5.6,5.6,216.0,5.5
2701,10,3,13.79,1383.0,0.001724952356613102,4.7,,318.0,2.4
2702,0,0,13.79,1355.0,0.07669929280260675,5.6,15.2,2134.0,1.1
2704,7,3,13.79,2550.0,-0.013202313731722232,4.7,4.7,,3.5
2706,7,3,3.9,4136.0,0.0023212259291393866,10.8,10.8,,5.9
2707,7,3,6.89,5438.0,0.008570394519026858,10.3,10.3,762.0,3.9
2708,10,3,13.79,783.0,0.00293119261877392,4.7,4.7,,3.4
2712,7,3,3.45,4042.0,0.035833116403418186,10.3,10.3,762.0,4.4
2713,2,0,9.68,2292.0,0.026695429883503485,12.7,42.3,1778.0,3.8
2716,10,3,,7364.0,-0.18398222103221074,4.7,4.7,318.0,10.8
2717,7,3,13.79,2740.0,-0.006977147366055314,4.6,,295.0,2.3
2721,5,3,14.0,4028.0,-0.044733689600639254,10.0,10.0,1000.0,4.6
2731,7,1,6.89,3933.0,0.009107794298573224,37.5,37.5,1953.0,5.4
2736,7,3,12.07,2428.0,-0.03671566703781837,,1.9,152.0,4.6
2740,7,3,3.45,,0.020638382992100912,5.7,5.7,625.0,5.9
2743,7,3,6.89,6400.0,-0.005289471540819823,10.3,10.3,762.0,4.3
2747,7,3,6.89,7690.0,-0.019525084768034218,10.3,10.3,762.0,4.6
2748,7,3,5.03,4136.0,0.035232787999240234,5.6,5.6,432.0,3.4
2749,7,3,13.79,1286.0,0.006969317894742227,7.8,7.8,591.0,2.4
2758,7,3,6.83,3838.0,0.0038505254501597364,10.8,10.8,432.0,4.2
2759,7,3,13.79,,-0.06517097313080839,,1.9,152.0,5.4
2761,7,3,3.45,5371.0,-0.01993595187046765,10.3,,762.0,7.0
2762,8,3,13.79,956.0,-0.005050478561963362,7.7,7.7,457.0,3.0
2763,7,3,15.51,2184.0,-0.06501561788223637,1.9,1.9,152.0,4.8
2766,7,3,13.79,852.0,0.007970820226947395,4.7,4.7,318.0,2.2
2768,7,3,6.89,,-0.01646403599362345,,10.3,762.0,5.3
2772,10,3,13.79,1655.0,0.017567120873368258,7.7,7.7,457.0,1.6
2775,8,3,13.79,1356.0,-0.021753929756456264,11.1,11.1,457.0,3.6
2776,7,3,13.79,666.0,0.015782179398626445,7.7,,457.0,1.8
2777,7,3,13.79,2143.0,0.004861992054931152,7.8,7.8,591.0,2.2
2781,7,3,6.89,1912.0,0.04476120712630266,23.6,23.6,1972.0,4.6
2785,10,3,,1356.0,0.008177599864273688,7.7,7.7,457.0,2.5
2788,0,1,15.51,,0.027134052725340807,5.6,15.2,2134.0,2.2
2790,9,3,13.79,2712.0,0.046365352115011915,9.5,9.5,1836.0,1.8
2791,7,3,,4059.0,0.02015346787382788,,10.8,864.0,3.6
2793,7,3,7.0,3852.0,0.05690470940654013,5.6,5.6,864.0,2.2
2795,7,3,6.89,3648.0,-0.01678614583114091,4.7,4.7,,6.8
2798,7,3,3.45,3811.0,0.03371418637852408,10.3,10.3,762.0,4.6
2800,7,3,6.89,3838.0,0.0006426697340236043,10.8,,216.0,4.2
2801,7,1,,932.0,-0.05549570066514034,1.0,1.0,25.0,5.5
2805,10,3,13.79,1343.0,0.016717096841813384,11.1,11.1,457.0,1.6
2812,7,3,,3119.0,-0.03327389424787147,1.9,1.9,152.0,3.6
2815,7,3,6.89,,0.041630250996213536,37.5,37.5,1953.0,3.8
2816,7,3,13.79,6212.0,-0.024553920866980244,4.7,4.7,318.0,2.0
2819,7,1,6.89,2794.0,0.04679750981809093,12.8,12.8,1930.0,4.9
2821,7,3,13.79,4136.0,0.008495266748875685,4.6,4.6,,2.2
2828,7,3,,4069.0,-0.13174308599832735,,,,11.3
2830,9,3,13.79,3467.0,0.02895902679104706,,9.5,1836.0,2.3
2831,7,1,11.03,4069.0,-0.013155847006499938,9.3,9.3,305.0,3.4
2834,7,3,6.89,4069.0,0.05213565374463969,11.5,11.5,,2.6
2836,7,3,18.27,842.0,-0.043930015003935924,,3.0,150.0,2.9
2838,8,3,,2034.0,0.0003797799345875985,7.7,,457.0,2.3
2842,6,2,0.51,1944.0,-0.023578533870982604,15.0,120.0,10.0,5.2
2843,2,0,9.71,2292.0,-0.04163877308748021,12.7,42.3,1778.0,7.5
2846,7,3,13.79,1035.0,0.010507434099891938,7.8,7.8,591.0,2.3
2849,10,1,,2731.0,0.08110778135845712,9.5,9.5,1836.0,1.7
2850,2,1,,553.0,0.054277326534752465,,38.1,,1.1
2853,5,3,10.0,4986.0,-0.03158065023320433,10.0,,1000.0,5.1
2856,7,3,13.79,2740.0,-0.0014953001518956122,4.7,4.7,305.0,2.0
2862,7,3,,4679.0,-0.018244762735705716,4.7,4.7,318.0,2.5
2868,7,3,,1214.0,0.021870315651091238,7.8,7.8,591.0,2.5
2872,2,0,6.89,2807.0,0.007616416582101271,6.4,15.9,914.0,5.3
2878,7,3,13.79,3472.0,-0.04560515163260015,,4.7,318.0,4.0
2883,7,3,13.79,3852.0,-0.030141115645934274,4.6,4.6,152.0,2.9
2884,8,3,13.79,2034.0,0.01711930959004701,7.7,7.7,457.0,1.4
2885,7,3,6.89,4069.0,0.026591950592917607,5.6,5.6,432.0,3.1
2887,7,1,13.79,1465.0,0.009319040048533817,7.8,7.8,591.0,2.5
2889,7,3,13.79,,-0.005770239040460812,7.8,7.8,591.0,2.9
2893,7,1,12.07,2726.0,-0.062010108618100024,1.9,1.9,152.0,6.2
2897,7,1,13.79,5791.0,-0.068868676823968,,4.7,318.0,4.7
2898,7,3,6.83,3811.0,0.021708486771469415,5.6,5.6,864.0,4.2
2901,10,3,,1339.0,0.016333496691772753,,7.8,591.0,2.0
2905,7,3,,913.0,0.01838484333870649,7.7,7.7,457.0,1.7
2907,7,3,3.45,5371.0,-0.017307382303661856,,10.3,762.0,6.8
2910,7,3,13.79,3838.0,-0.006369819041940644,,1.9,696.0,2.5
2912,7,3,13.79,6985.0,-0.12548327207487925,4.7,4.7,318.0,7.2
2914,7,3,6.89,7514.0,0.04005263736530615,23.6,23.6,1972.0,2.8
2921,2,0,6.89,734.0,0.0621131878112538,6.4,15.9,914.0,3.1
2922,7,3,17.24,3445.0,-0.006149681044967936,1.9,1.9,696.0,1.3
2924,10,0,15.51,3997.0,0.012462343489809319,5.6,15.2,,1.0
2936,7,3,18.27,2740.0,-0.09159512297214306,,3.0,150.0,4.8
2938,7,3,13.79,5357.0,-0.029525279863184956,,5.7,625.0,2.9
2939,10,3,14.0,912.0,-0.012948519680664683,,10.0,660.0,3.6
2941,7,3,6.79,4014.0,0.0019274543222276286,10.8,10.8,216.0,3.9
2950,2,0,9.68,5479.0,-0.020688715884872727,12.7,38.1,914.0,3.9
2956,7,1,13.79,1333.0,0.017444371580334017,7.8,,591.0,2.1
2959,7,1,7.0,4055.0,0.019597601663620567,10.8,10.8,864.0,4.2
2960,10,1,10.34,3960.0,-0.07074288087892999,10.3,10.3,762.0,7.7
2961,7,3,18.27,3730.0,-0.05196860595862057,3.0,3.0,35.0,2.1
2962,7,3,6.72,4069.0,0.047596823618260564,10.8,10.8,864.0,2.5
2966,8,1,13.79,,0.0018871548067605493,,,457.0,1.8
2970,10,3,12.0,4028.0,0.0278311647815756,10.0,10.0,1650.0,2.8
2973,7,3,3.45,3892.0,0.025808410779103896,10.3,10.3,762.0,5.0
2974,0,0,11.03,2729.0,0.0762308304035435,5.6,15.2,2134.0,1.8
2976,7,3,13.79,6510.0,-0.12500048965968125,3.6,3.6,76.0,7.0
2981,7,3,12.07,3797.0,-0.04703087030652964,1.9,1.9,152.0,4.7
2983,7,3,17.24,2848.0,-0.005796796054784226,1.9,1.9,696.0,1.5
2988,7,1,6.89,,-0.03418205656323353,10.3,10.3,794.0,7.3
2989,7,3,,3811.0,-0.050454487466789044,1.9,1.9,152.0,4.5
2994,7,3,13.79,2740.0,-0.007014122607583412,4.7,4.7,305.0,2.3
2995,8,3,,1351.0,-0.010869922042934133,11.1,11.1,457.0,3.6
3010,0,0,13.79,3665.0,0.0058844902502794005,5.6,15.2,2134.0,4.1
3013,7,3,13.79,5398.0,-0.14605064991431843,4.7,4.7,318.0,8.9
3015,7,3,18.96,2631.0,-0.07305702357663585,1.9,1.9,152.0,3.6
3026,10,2,0.1,1500.0,0.009592248939785636,15.0,120.0,,5.9
3027,8,3,,1763.0,0.0048374887395352395,11.1,,457.0,2.9
3036,7,3,13.79,4679.0,-0.15591787876187463,4.7,4.7,318.0,9.7
3050,0,0,13.79,2729.0,0.07110632688604386,5.6,15.2,2134.0,0.9
3051,10,0,15.51,3673.0,0.022256179765758444,5.6,15.2,2134.0,2.9
3053,10,3,18.96,1858.0,-0.08756473147352944,1.9,1.9,152.0,4.8
3055,7,3,13.79,1316.0,0.027346167692996803,5.7,5.7,,1.7
3060,7,3,10.34,7920.0,-0.03694089603704284,10.3,,762.0,3.8
3062,7,3,6.79,4069.0,0.023121347232208878,10.8,10.8,864.0,3.8
3063,4,0,11.03,2729.0,0.08060156064524002,5.0,13.3,2134.0,1.8
3064,7,1,13.79,929.0,-0.03552715194019623,,7.7,457.0,4.8
3065,7,3,3.86,3880.0,0.024509721534946488,10.3,10.3,762.0,4.9
3072,7,3,6.89,3648.0,0.004104394319883381,10.3,10.3,762.0,4.8
3077,7,3,13.79,6198.0,-0.1072796069040724,4.7,4.7,318.0,6.5
3078,8,3,13.79,,-0.03836601751919999,7.7,7.7,457.0,4.0
3079,7,3,13.79,3119.0,-0.020995777196860244,1.9,1.9,152.0,2.8
3086,8,3,,,0.027719169585237624,7.7,7.7,457.0,1.6
3090,0,0,15.51,1345.0,0.050373243552727154,5.6,15.2,2134.0,1.8
3093,10,0,6.85,5669.0,0.04127027568452146,6.4,15.9,,2.1
3094,6,2,0.2,2000.0,-0.0399209149628687,15.0,120.0,10.0,6.2
3098,7,1,13.79,,-0.03029941046119372,3.6,3.6,76.0,3.4
3101,2,0,6.89,1533.0,0.1017622296789362,8.5,22.3,2591.0,3.2
3107,7,3,13.79,734.0,-0.0022683692604761607,4.7,4.7,318.0,2.8
3109,7,3,13.79,1655.0,0.015527690259061144,7.8,7.8,591.0,1.8
3110,7,3,6.79,3838.0,0.013178015678677824,10.8,,432.0,3.6
3115,10,1,3.9,4069.0,0.029397024095147578,10.8,10.8,432.0,4.4
3116,4,0,,2726.0,0.0628554536863491,5.0,,2134.0,2.1
3121,10,0,6.89,1519.0,0.05093436637038268,12.7,42.3,1778.0,4.3
3124,7,3,17.24,3608.0,-0.08454238455853066,1.9,1.9,152.0,4.6
3125,4,0,13.79,2698.0,0.009425587541768143,5.0,13.3,2134.0,4.5
3126,10,3,6.89,,0.05071870116032651,37.5,37.5,,1.6
3129,8,3,13.79,2075.0,0.0021455580886657333,,7.7,457.0,2.1
3130,7,3,6.89,1763.0,0.014539063409878178,,10.8,432.0,4.3
3131,7,3,10.34,,-0.06331980676039614,10.3,10.3,762.0,6.7
3133,7,3,17.24,2197.0,-0.03451827817233602,1.9,1.9,152.0,2.4
3134,7,3,6.86,4096.0,-0.027569311245817713,10.8,10.8,432.0,5.8
3135,8,3,13.79,1899.0,0.006631359858183777,7.7,,457.0,1.8
3140,7,3,12.07,4042.0,-0.004822183975909861,1.9,1.9,,2.7
3141,7,3,10.34,5600.0,-0.06726893508748702,,,762.0,6.2
3142,2,0,6.89,833.0,0.05324131545531262,12.7,38.1,,2.1
3146,7,3,6.89,6049.0,-0.010272297205521863,10.3,10.3,762.0,4.7
3150,2,0,,2292.0,0.027688313952791643,12.7,42.3,1778.0,3.2
3154,10,3,,2007.0,-0.0023591679730036175,7.7,7.7,457.0,3.6
3155,10,3,13.79,3635.0,-0.026188562786805092,3.6,,96.0,2.6
3156,0,0,15.51,1355.0,0.06503165052484873,5.6,15.2,2134.0,1.0
3158,10,1,15.51,,-0.03563501266227248,5.6,15.2,,4.4
3164,7,1,,1899.0,0.05985924064958534,12.8,,1930.0,3.0
3173,7,3,6.79,4014.0,-0.05496789578145547,,10.8,216.0,7.0
3174,7,3,13.79,2034.0,-0.003906474477130661,7.7,7.7,457.0,2.5
3176,7,3,6.72,2034.0,0.03163443181325776,10.8,10.8,432.0,3.4
3178,10,3,17.24,2197.0,-0.024806469436064904,1.9,1.9,696.0,2.9
3181,10,3,,903.0,0.0050519987091477425,4.7,4.7,318.0,3.5
3183,2,0,0.33,1519.0,0.16356245082973458,8.5,22.3,2743.0,2.9
3186,5,3,14.0,1944.0,-0.008226390021032703,10.0,10.0,890.0,3.2
3189,7,3,13.79,1492.0,-0.03220101567234998,3.6,3.6,76.0,3.8
3190,7,3,10.34,3947.0,-0.04527322610935741,10.3,10.3,762.0,5.9
3192,7,3,6.89,6198.0,0.017245944023690563,,10.3,762.0,3.1
3194,5,3,,2200.0,-0.03018379025389642,10.0,,400.0,4.2
3195,7,3,13.79,2034.0,-0.07914921041214784,4.7,4.7,318.0,6.5
3196,7,3,,4055.0,0.04305398497973131,4.7,4.7,,2.8
3198,7,1,6.86,4054.0,0.03650725659479519,10.8,,864.0,3.4
3210,7,3,6.93,4069.0,0.039869084173215955,,10.8,864.0,2.9
3211,7,3,13.79,2007.0,-0.012926171825532573,7.7,7.7,457.0,3.0
3212,7,1,10.41,1383.0,-0.023325775220796097,4.6,4.6,229.0,5.3
3213,10,3,6.89,,-0.058453610998101174,10.3,10.3,762.0,8.4
3214,10,3,11.03,,0.029367746258788657,11.5,11.5,914.0,2.1
3216,10,3,13.79,1337.0,-0.013171995485368126,7.7,7.7,,4.1
3218,7,1,6.89,6429.0,-0.04737183453292118,4.7,4.7,318.0,6.4
3219,10,3,13.79,1655.0,-0.035800089144223224,7.7,7.7,457.0,4.5
3221,7,3,3.45,5995.0,-0.034406500752362845,10.3,10.3,762.0,7.5
3222,7,3,,6212.0,-0.03674852908194093,4.7,4.7,318.0,3.4
3223,10,3,8.27,,0.0795757185794894,9.5,9.5,1836.0,2.2
3226,10,3,10.0,1000.0,0.005218336168723942,10.0,10.0,565.0,4.2
3228,7,3,11.0,2034.0,-0.0048785188058028395,,9.3,762.0,4.2
3229,7,3,13.79,,-0.050847230614309014,4.7,4.7,318.0,4.0
3230,7,3,6.89,,0.012914062459530334,23.6,23.6,610.0,3.4
3231,10,3,3.45,5249.0,-0.029018194957911497,5.7,5.7,625.0,7.6
3233,7,1,6.89,3825.0,0.017511538955205852,10.3,10.3,762.0,4.3
3235,7,1,6.86,2034.0,0.036926600153632166,10.8,10.8,,4.1
3236,2,0,6.89,1533.0,0.05000640355215284,8.5,24.6,1778.0,4.6
3237,7,3,,3784.0,-0.053686462686635655,10.3,10.3,762.0,7.3
3239,7,3,6.89,4047.0,0.00509378347498432,10.3,10.3,762.0,4.6
3244,7,1,13.79,2916.0,0.015312094257202868,,7.8,591.0,1.5
3253,7,1,3.45,1214.0,0.0452949093475945,3.6,3.6,76.0,4.4
3254,7,3,6.89,7269.0,0.030081623747629516,,12.8,,2.2
3257,7,3,13.79,4082.0,-0.03312995889005019,3.6,3.6,76.0,2.9
3258,10,3,15.51,2495.0,0.0033436776158571047,1.9,1.9,696.0,2.0
3259,7,3,7.0,4421.0,0.05307086843795736,5.6,5.6,864.0,2.2
3260,10,3,6.86,3811.0,0.009561585437768638,5.6,,432.0,4.2
3265,10,3,6.89,1352.0,0.0566441690666611,37.5,37.5,1953.0,3.6
3268,7,3,6.89,5588.0,0.05491080714506749,23.6,23.6,1972.0,2.7
3269,7,1,13.79,1899.0,0.004554794925791361,7.8,7.8,591.0,2.6
3271,7,1,13.79,,-0.028334276713796375,1.9,1.9,,3.9
3273,7,3,13.79,1980.0,0.0001415154964029275,7.7,7.7,457.0,2.3
3274,10,1,6.89,3960.0,0.018957192108300935,10.3,10.3,762.0,4.3
3277,7,3,0.1,1277.0,0.03745794727887418,1.0,1.0,38.0,6.0
3283,7,3,,5791.0,0.016873550252717806,4.7,4.7,318.0,0.9
3284,7,3,13.79,1492.0,-0.031222437125450614,7.8,7.8,591.0,4.4
3286,7,3,18.96,1872.0,-0.06157571876668316,,,152.0,3.0
3287,10,3,10.34,,-0.10870780057303836,10.3,10.3,,10.0
3289,7,3,6.89,1967.0,0.08196807929921962,12.8,12.8,1930.0,3.0
3294,7,3,11.03,4123.0,0.008757103411725364,11.5,11.5,914.0,2.8
3296,10,3,6.89,5696.0,-0.05185754522582675,,10.3,794.0,7.3
3299,7,3,6.89,5479.0,-0.06126906214695757,23.6,23.6,610.0,6.8
3303,7,3,7.03,1031.0,0.030454333434985603,10.8,10.8,432.0,3.7
3310,2,0,9.71,5615.0,-0.06534630708865574,,15.9,914.0,7.0
3311,8,1,13.79,,0.013865559169263464,7.7,7.7,457.0,1.8
3312,7,3,3.45,3811.0,0.0374061040831892,10.3,10.3,762.0,4.4
3315,10,3,10.34,6049.0,-0.07551866303889257,10.3,10.3,762.0,6.9
3325,7,3,,7391.0,-0.013102163764174307,4.7,,318.0,2.0
3327,7,3,15.51,2957.0,-0.015008278085104326,1.9,1.9,152.0,1.8
3332,8,3,13.79,,-0.0007443245809264365,,7.7,457.0,2.3
3333,10,3,7.0,4069.0,0.047760761651979775,10.8,10.8,864.0,2.5
3335,7,3,6.91,4069.0,0.02867108288004455,10.8,10.8,,2.8
3342,10,3,,3797.0,-0.06742320173566496,1.9,1.9,152.0,5.5
3346,7,3,18.96,,-0.0992147818281211,1.9,1.9,152.0,4.9
3348,7,3,3.86,,0.0702057915400909,10.8,10.8,432.0,2.3
3353,10,3,13.79,4299.0,-0.031350440716748085,4.7,4.7,318.0,3.2
3360,10,3,13.79,1351.0,0.006342070699457469,,7.7,457.0,2.3
3366,7,1,13.79,2699.0,-0.08292356219500968,,7.7,457.0,6.8
3367,10,3,3.45,1214.0,0.04041689871913262,3.6,3.6,76.0,4.5
3377,7,3,,,0.005377606997730405,10.8,10.8,432.0,3.6
3382,7,3,7.0,3770.0,0.038221960505225805,10.8,10.8,864.0,3.0
3384,8,3,13.79,1410.0,-0.008104221674525847,7.7,7.7,457.0,3.0
3385,7,3,6.86,4096.0,0.005566241062911315,10.8,10.8,432.0,4.0
3391,8,3,13.79,1356.0,0.006985270146182054,7.7,7.7,457.0,2.2
3392,10,3,11.03,,0.04541041324025574,,9.3,762.0,1.2
3395,10,3,6.89,3838.0,-0.007134950713511279,10.8,10.8,432.0,4.9
3396,7,3,3.45,5696.0,0.024674643221124226,10.3,10.3,762.0,4.4
3399,7,3,2.63,2550.0,0.06314297343291977,3.0,,150.0,3.0
3409,10,3,13.79,1438.0,0.016849528975580924,7.8,7.8,,2.3
3413,7,1,17.24,2916.0,-0.024956994740935157,1.9,,,3.2
3415,2,0,9.68,5615.0,0.02010925267537708,6.4,15.9,914.0,2.4
3416,2,0,6.92,553.0,0.008654144479912612,12.7,38.1,737.0,5.0
3417,7,3,18.96,2184.0,-0.08846934962116088,1.9,,152.0,4.5
3424,7,1,,4815.0,-0.057914874152805246,10.3,10.3,762.0,6.8
3425,0,1,8.27,671.0,0.08106957864836685,5.6,15.2,,1.7
3430,7,3,13.79,7975.0,-0.06482048591299883,,,318.0,3.3
3432,2,0,,734.0,0.09058596070885022,12.7,42.3,2743.0,2.1
